"taxon_name","features","new_names","genus","taxon_annotation"
"OTU_97.10744","OTU9710744","OTU_97.10744|Neisseria","Neisseria","aerobic"
"OTU_97.10746","OTU9710746","OTU_97.10746|Prevotella","Prevotella","anaerobic"
"OTU_97.10747","OTU9710747","OTU_97.10747|Prevotella","Prevotella","anaerobic"
"OTU_97.10752","OTU9710752","OTU_97.10752|Parascardovia","Parascardovia",NA
"OTU_97.10755","OTU9710755","OTU_97.10755|Haemophilus","Haemophilus","facultative_anaerobic"
"OTU_97.10757","OTU9710757","OTU_97.10757|Corynebacterium","Corynebacterium","aerobic"
"OTU_97.1076","OTU971076","OTU_97.1076|Gemella","Gemella","facultative_anaerobic"
"OTU_97.10760","OTU9710760","OTU_97.10760|Porphyromonas","Porphyromonas","anaerobic"
"OTU_97.10761","OTU9710761","OTU_97.10761|Selenomonas","Selenomonas","anaerobic"
"OTU_97.10762","OTU9710762","OTU_97.10762|Prevotella","Prevotella","anaerobic"
"OTU_97.10766","OTU9710766","OTU_97.10766|Prevotella","Prevotella","anaerobic"
"OTU_97.10767","OTU9710767","OTU_97.10767|Leptotrichia","Leptotrichia","anaerobic"
"OTU_97.10768","OTU9710768","OTU_97.10768|Prevotella","Prevotella","anaerobic"
"OTU_97.10769","OTU9710769","OTU_97.10769|Streptococcus","Streptococcus","facultative_anaerobic"
"OTU_97.10770","OTU9710770","OTU_97.10770|Campylobacter","Campylobacter","facultative_anaerobic"
"OTU_97.10772","OTU9710772","OTU_97.10772|Neisseria","Neisseria","aerobic"
"OTU_97.10774","OTU9710774","OTU_97.10774|Corynebacterium","Corynebacterium","aerobic"
"OTU_97.10776","OTU9710776","OTU_97.10776|Leptotrichia","Leptotrichia","anaerobic"
"OTU_97.10777","OTU9710777","OTU_97.10777|Prevotella","Prevotella","anaerobic"
"OTU_97.10778","OTU9710778","OTU_97.10778|Lautropia","Lautropia","aerobic"
"OTU_97.1078","OTU971078","OTU_97.1078|Prevotella","Prevotella","anaerobic"
"OTU_97.10781","OTU9710781","OTU_97.10781|Actinomyces","Actinomyces","anaerobic"
"OTU_97.10782","OTU9710782","OTU_97.10782|Campylobacter","Campylobacter","facultative_anaerobic"
"OTU_97.10783","OTU9710783","OTU_97.10783|Granulicatella","Granulicatella","anaerobic"
"OTU_97.10785","OTU9710785","OTU_97.10785|Selenomonas","Selenomonas","anaerobic"
"OTU_97.10787","OTU9710787","OTU_97.10787|Prevotella","Prevotella","anaerobic"
"OTU_97.10788","OTU9710788","OTU_97.10788|Prevotella","Prevotella","anaerobic"
"OTU_97.10789","OTU9710789","OTU_97.10789|Lautropia","Lautropia","aerobic"
"OTU_97.10795","OTU9710795","OTU_97.10795|NA",NA,NA
"OTU_97.10796","OTU9710796","OTU_97.10796|Actinomyces","Actinomyces","anaerobic"
"OTU_97.10804","OTU9710804","OTU_97.10804|Capnocytophaga","Capnocytophaga","facultative_anaerobic"
"OTU_97.10805","OTU9710805","OTU_97.10805|Fusobacterium","Fusobacterium","anaerobic"
"OTU_97.10806","OTU9710806","OTU_97.10806|Streptococcus","Streptococcus","facultative_anaerobic"
"OTU_97.10807","OTU9710807","OTU_97.10807|NA",NA,NA
"OTU_97.10808","OTU9710808","OTU_97.10808|Streptococcus","Streptococcus","facultative_anaerobic"
"OTU_97.1081","OTU971081","OTU_97.1081|Rothia","Rothia","facultative_anaerobic"
"OTU_97.10811","OTU9710811","OTU_97.10811|Neisseria","Neisseria","aerobic"
"OTU_97.10814","OTU9710814","OTU_97.10814|Corynebacterium","Corynebacterium","aerobic"
"OTU_97.10819","OTU9710819","OTU_97.10819|Leptotrichia","Leptotrichia","anaerobic"
"OTU_97.10821","OTU9710821","OTU_97.10821|Streptococcus","Streptococcus","facultative_anaerobic"
"OTU_97.10823","OTU9710823","OTU_97.10823|Actinomyces","Actinomyces","anaerobic"
"OTU_97.10827","OTU9710827","OTU_97.10827|Streptococcus","Streptococcus","facultative_anaerobic"
"OTU_97.10829","OTU9710829","OTU_97.10829|Capnocytophaga","Capnocytophaga","facultative_anaerobic"
"OTU_97.1083","OTU971083","OTU_97.1083|NA",NA,NA
"OTU_97.10830","OTU9710830","OTU_97.10830|Rubellimicrobium","Rubellimicrobium",NA
"OTU_97.10832","OTU9710832","OTU_97.10832|NA",NA,NA
"OTU_97.10838","OTU9710838","OTU_97.10838|Prevotella","Prevotella","anaerobic"
"OTU_97.10839","OTU9710839","OTU_97.10839|Haemophilus","Haemophilus","facultative_anaerobic"
"OTU_97.1084","OTU971084","OTU_97.1084|Bacteroides","Bacteroides","anaerobic"
"OTU_97.10841","OTU9710841","OTU_97.10841|NA",NA,NA
"OTU_97.10842","OTU9710842","OTU_97.10842|NA",NA,NA
"OTU_97.10843","OTU9710843","OTU_97.10843|Peptostreptococcus","Peptostreptococcus","anaerobic"
"OTU_97.10852","OTU9710852","OTU_97.10852|Prevotella","Prevotella","anaerobic"
"OTU_97.10856","OTU9710856","OTU_97.10856|Haemophilus","Haemophilus","facultative_anaerobic"
"OTU_97.10858","OTU9710858","OTU_97.10858|Fusobacterium","Fusobacterium","anaerobic"
"OTU_97.1086","OTU971086","OTU_97.1086|NA",NA,NA
"OTU_97.10860","OTU9710860","OTU_97.10860|Tannerella","Tannerella","anaerobic"
"OTU_97.10864","OTU9710864","OTU_97.10864|Streptococcus","Streptococcus","facultative_anaerobic"
"OTU_97.10869","OTU9710869","OTU_97.10869|Prevotella","Prevotella","anaerobic"
"OTU_97.10870","OTU9710870","OTU_97.10870|Neisseria","Neisseria","aerobic"
"OTU_97.10872","OTU9710872","OTU_97.10872|Haemophilus","Haemophilus","facultative_anaerobic"
"OTU_97.10874","OTU9710874","OTU_97.10874|Prevotella","Prevotella","anaerobic"
"OTU_97.10876","OTU9710876","OTU_97.10876|Prevotella","Prevotella","anaerobic"
"OTU_97.10879","OTU9710879","OTU_97.10879|Veillonella","Veillonella","anaerobic"
"OTU_97.10884","OTU9710884","OTU_97.10884|Prevotella","Prevotella","anaerobic"
"OTU_97.10885","OTU9710885","OTU_97.10885|Prevotella","Prevotella","anaerobic"
"OTU_97.10888","OTU9710888","OTU_97.10888|Gemella","Gemella","facultative_anaerobic"
"OTU_97.1089","OTU971089","OTU_97.1089|Rothia","Rothia","facultative_anaerobic"
"OTU_97.10892","OTU9710892","OTU_97.10892|Actinobacillus","Actinobacillus","aerobic"
"OTU_97.10894","OTU9710894","OTU_97.10894|Streptococcus","Streptococcus","facultative_anaerobic"
"OTU_97.10898","OTU9710898","OTU_97.10898|Tannerella","Tannerella","anaerobic"
"OTU_97.10899","OTU9710899","OTU_97.10899|Fusobacterium","Fusobacterium","anaerobic"
"OTU_97.109","OTU97109","OTU_97.109|Actinomyces","Actinomyces","anaerobic"
"OTU_97.10901","OTU9710901","OTU_97.10901|Veillonella","Veillonella","anaerobic"
"OTU_97.10908","OTU9710908","OTU_97.10908|Fusobacterium","Fusobacterium","anaerobic"
"OTU_97.10909","OTU9710909","OTU_97.10909|Leptotrichia","Leptotrichia","anaerobic"
"OTU_97.10921","OTU9710921","OTU_97.10921|Haemophilus","Haemophilus","facultative_anaerobic"
"OTU_97.10923","OTU9710923","OTU_97.10923|Prevotella","Prevotella","anaerobic"
"OTU_97.10924","OTU9710924","OTU_97.10924|Streptococcus","Streptococcus","facultative_anaerobic"
"OTU_97.10925","OTU9710925","OTU_97.10925|Gemella","Gemella","facultative_anaerobic"
"OTU_97.10928","OTU9710928","OTU_97.10928|Rothia","Rothia","facultative_anaerobic"
"OTU_97.1093","OTU971093","OTU_97.1093|Prevotella","Prevotella","anaerobic"
"OTU_97.10931","OTU9710931","OTU_97.10931|Corynebacterium","Corynebacterium","aerobic"
"OTU_97.10935","OTU9710935","OTU_97.10935|Eikenella","Eikenella","anaerobic"
"OTU_97.10936","OTU9710936","OTU_97.10936|Prevotella","Prevotella","anaerobic"
"OTU_97.10941","OTU9710941","OTU_97.10941|NA",NA,NA
"OTU_97.10942","OTU9710942","OTU_97.10942|Capnocytophaga","Capnocytophaga","facultative_anaerobic"
"OTU_97.10943","OTU9710943","OTU_97.10943|Eubacterium","Eubacterium",NA
"OTU_97.10944","OTU9710944","OTU_97.10944|Haemophilus","Haemophilus","facultative_anaerobic"
"OTU_97.10946","OTU9710946","OTU_97.10946|Gemella","Gemella","facultative_anaerobic"
"OTU_97.10949","OTU9710949","OTU_97.10949|Prevotella","Prevotella","anaerobic"
"OTU_97.1095","OTU971095","OTU_97.1095|Prevotella","Prevotella","anaerobic"
"OTU_97.10950","OTU9710950","OTU_97.10950|Gemella","Gemella","facultative_anaerobic"
"OTU_97.10953","OTU9710953","OTU_97.10953|Capnocytophaga","Capnocytophaga","facultative_anaerobic"
"OTU_97.10956","OTU9710956","OTU_97.10956|NA",NA,NA
"OTU_97.10957","OTU9710957","OTU_97.10957|Capnocytophaga","Capnocytophaga","facultative_anaerobic"
"OTU_97.10958","OTU9710958","OTU_97.10958|Streptococcus","Streptococcus","facultative_anaerobic"
"OTU_97.10963","OTU9710963","OTU_97.10963|Porphyromonas","Porphyromonas","anaerobic"
"OTU_97.10966","OTU9710966","OTU_97.10966|Prevotella","Prevotella","anaerobic"
"OTU_97.10973","OTU9710973","OTU_97.10973|Neisseria","Neisseria","aerobic"
"OTU_97.10974","OTU9710974","OTU_97.10974|Fusobacterium","Fusobacterium","anaerobic"
"OTU_97.10975","OTU9710975","OTU_97.10975|Selenomonas","Selenomonas","anaerobic"
"OTU_97.10980","OTU9710980","OTU_97.10980|Lautropia","Lautropia","aerobic"
"OTU_97.10981","OTU9710981","OTU_97.10981|Actinomyces","Actinomyces","anaerobic"
"OTU_97.10982","OTU9710982","OTU_97.10982|Veillonella","Veillonella","anaerobic"
"OTU_97.10985","OTU9710985","OTU_97.10985|Neisseria","Neisseria","aerobic"
"OTU_97.10986","OTU9710986","OTU_97.10986|Prevotella","Prevotella","anaerobic"
"OTU_97.10987","OTU9710987","OTU_97.10987|Streptococcus","Streptococcus","facultative_anaerobic"
"OTU_97.10990","OTU9710990","OTU_97.10990|Prevotella","Prevotella","anaerobic"
"OTU_97.10992","OTU9710992","OTU_97.10992|Capnocytophaga","Capnocytophaga","facultative_anaerobic"
"OTU_97.10994","OTU9710994","OTU_97.10994|NA",NA,NA
"OTU_97.10999","OTU9710999","OTU_97.10999|Capnocytophaga","Capnocytophaga","facultative_anaerobic"
"OTU_97.11","OTU9711","OTU_97.11|Corynebacterium","Corynebacterium","aerobic"
"OTU_97.1100","OTU971100","OTU_97.1100|Corynebacterium","Corynebacterium","aerobic"
"OTU_97.11001","OTU9711001","OTU_97.11001|Oribacterium","Oribacterium","anaerobic"
"OTU_97.11004","OTU9711004","OTU_97.11004|Prevotella","Prevotella","anaerobic"
"OTU_97.11008","OTU9711008","OTU_97.11008|Prevotella","Prevotella","anaerobic"
"OTU_97.1101","OTU971101","OTU_97.1101|Fusobacterium","Fusobacterium","anaerobic"
"OTU_97.11011","OTU9711011","OTU_97.11011|Actinomyces","Actinomyces","anaerobic"
"OTU_97.11015","OTU9711015","OTU_97.11015|Porphyromonas","Porphyromonas","anaerobic"
"OTU_97.11018","OTU9711018","OTU_97.11018|Neisseria","Neisseria","aerobic"
"OTU_97.11019","OTU9711019","OTU_97.11019|Tannerella","Tannerella","anaerobic"
"OTU_97.1102","OTU971102","OTU_97.1102|Prevotella","Prevotella","anaerobic"
"OTU_97.11027","OTU9711027","OTU_97.11027|Veillonella","Veillonella","anaerobic"
"OTU_97.11028","OTU9711028","OTU_97.11028|Lautropia","Lautropia","aerobic"
"OTU_97.11031","OTU9711031","OTU_97.11031|Fusobacterium","Fusobacterium","anaerobic"
"OTU_97.11032","OTU9711032","OTU_97.11032|Porphyromonas","Porphyromonas","anaerobic"
"OTU_97.11038","OTU9711038","OTU_97.11038|Veillonella","Veillonella","anaerobic"
"OTU_97.11039","OTU9711039","OTU_97.11039|Neisseria","Neisseria","aerobic"
"OTU_97.1104","OTU971104","OTU_97.1104|NA",NA,NA
"OTU_97.11043","OTU9711043","OTU_97.11043|NA",NA,NA
"OTU_97.11044","OTU9711044","OTU_97.11044|Streptococcus","Streptococcus","facultative_anaerobic"
"OTU_97.11045","OTU9711045","OTU_97.11045|Capnocytophaga","Capnocytophaga","facultative_anaerobic"
"OTU_97.11047","OTU9711047","OTU_97.11047|Bifidobacterium","Bifidobacterium","facultative_anaerobic"
"OTU_97.11052","OTU9711052","OTU_97.11052|Veillonella","Veillonella","anaerobic"
"OTU_97.11062","OTU9711062","OTU_97.11062|Leptotrichia","Leptotrichia","anaerobic"
"OTU_97.11063","OTU9711063","OTU_97.11063|NA",NA,NA
"OTU_97.11065","OTU9711065","OTU_97.11065|TG5","TG5",NA
"OTU_97.11066","OTU9711066","OTU_97.11066|Prevotella","Prevotella","anaerobic"
"OTU_97.11071","OTU9711071","OTU_97.11071|Campylobacter","Campylobacter","facultative_anaerobic"
"OTU_97.11072","OTU9711072","OTU_97.11072|Neisseria","Neisseria","aerobic"
"OTU_97.11073","OTU9711073","OTU_97.11073|NA",NA,NA
"OTU_97.11075","OTU9711075","OTU_97.11075|Streptococcus","Streptococcus","facultative_anaerobic"
"OTU_97.11076","OTU9711076","OTU_97.11076|Bacteroides","Bacteroides","anaerobic"
"OTU_97.11077","OTU9711077","OTU_97.11077|Leptotrichia","Leptotrichia","anaerobic"
"OTU_97.11079","OTU9711079","OTU_97.11079|Prevotella","Prevotella","anaerobic"
"OTU_97.11084","OTU9711084","OTU_97.11084|Capnocytophaga","Capnocytophaga","facultative_anaerobic"
"OTU_97.11089","OTU9711089","OTU_97.11089|Corynebacterium","Corynebacterium","aerobic"
"OTU_97.11091","OTU9711091","OTU_97.11091|Streptococcus","Streptococcus","facultative_anaerobic"
"OTU_97.11092","OTU9711092","OTU_97.11092|Prevotella","Prevotella","anaerobic"
"OTU_97.11095","OTU9711095","OTU_97.11095|Prevotella","Prevotella","anaerobic"
"OTU_97.11096","OTU9711096","OTU_97.11096|Capnocytophaga","Capnocytophaga","facultative_anaerobic"
"OTU_97.11097","OTU9711097","OTU_97.11097|Pseudomonas","Pseudomonas","facultative_anaerobic"
"OTU_97.11099","OTU9711099","OTU_97.11099|Leptotrichia","Leptotrichia","anaerobic"
"OTU_97.11100","OTU9711100","OTU_97.11100|Lactobacillus","Lactobacillus","facultative_anaerobic"
"OTU_97.11101","OTU9711101","OTU_97.11101|Streptococcus","Streptococcus","facultative_anaerobic"
"OTU_97.11108","OTU9711108","OTU_97.11108|Prevotella","Prevotella","anaerobic"
"OTU_97.11109","OTU9711109","OTU_97.11109|Fusobacterium","Fusobacterium","anaerobic"
"OTU_97.11110","OTU9711110","OTU_97.11110|Fusobacterium","Fusobacterium","anaerobic"
"OTU_97.11115","OTU9711115","OTU_97.11115|Neisseria","Neisseria","aerobic"
"OTU_97.11116","OTU9711116","OTU_97.11116|Streptococcus","Streptococcus","facultative_anaerobic"
"OTU_97.11118","OTU9711118","OTU_97.11118|Prevotella","Prevotella","anaerobic"
"OTU_97.11121","OTU9711121","OTU_97.11121|Rothia","Rothia","facultative_anaerobic"
"OTU_97.11125","OTU9711125","OTU_97.11125|Filifactor","Filifactor","anaerobic"
"OTU_97.11127","OTU9711127","OTU_97.11127|Fusobacterium","Fusobacterium","anaerobic"
"OTU_97.11128","OTU9711128","OTU_97.11128|Campylobacter","Campylobacter","facultative_anaerobic"
"OTU_97.11129","OTU9711129","OTU_97.11129|Porphyromonas","Porphyromonas","anaerobic"
"OTU_97.1113","OTU971113","OTU_97.1113|Rothia","Rothia","facultative_anaerobic"
"OTU_97.11130","OTU9711130","OTU_97.11130|Leptotrichia","Leptotrichia","anaerobic"
"OTU_97.11132","OTU9711132","OTU_97.11132|Streptococcus","Streptococcus","facultative_anaerobic"
"OTU_97.11138","OTU9711138","OTU_97.11138|Leptotrichia","Leptotrichia","anaerobic"
"OTU_97.1114","OTU971114","OTU_97.1114|Streptococcus","Streptococcus","facultative_anaerobic"
"OTU_97.11149","OTU9711149","OTU_97.11149|Porphyromonas","Porphyromonas","anaerobic"
"OTU_97.11151","OTU9711151","OTU_97.11151|NA",NA,NA
"OTU_97.11156","OTU9711156","OTU_97.11156|Granulicatella","Granulicatella","anaerobic"
"OTU_97.11160","OTU9711160","OTU_97.11160|NA",NA,NA
"OTU_97.1117","OTU971117","OTU_97.1117|Prevotella","Prevotella","anaerobic"
"OTU_97.11172","OTU9711172","OTU_97.11172|Corynebacterium","Corynebacterium","aerobic"
"OTU_97.11174","OTU9711174","OTU_97.11174|Aggregatibacter","Aggregatibacter","facultative_anaerobic"
"OTU_97.11178","OTU9711178","OTU_97.11178|NA",NA,NA
"OTU_97.11180","OTU9711180","OTU_97.11180|Lautropia","Lautropia","aerobic"
"OTU_97.11181","OTU9711181","OTU_97.11181|NA",NA,NA
"OTU_97.11184","OTU9711184","OTU_97.11184|NA",NA,NA
"OTU_97.11192","OTU9711192","OTU_97.11192|Actinomyces","Actinomyces","anaerobic"
"OTU_97.11194","OTU9711194","OTU_97.11194|Veillonella","Veillonella","anaerobic"
"OTU_97.11195","OTU9711195","OTU_97.11195|Haemophilus","Haemophilus","facultative_anaerobic"
"OTU_97.11196","OTU9711196","OTU_97.11196|Veillonella","Veillonella","anaerobic"
"OTU_97.11198","OTU9711198","OTU_97.11198|Porphyromonas","Porphyromonas","anaerobic"
"OTU_97.11199","OTU9711199","OTU_97.11199|Porphyromonas","Porphyromonas","anaerobic"
"OTU_97.11203","OTU9711203","OTU_97.11203|Treponema","Treponema","anaerobic"
"OTU_97.11206","OTU9711206","OTU_97.11206|Kingella","Kingella","aerobic"
"OTU_97.11207","OTU9711207","OTU_97.11207|NA",NA,NA
"OTU_97.11211","OTU9711211","OTU_97.11211|Prevotella","Prevotella","anaerobic"
"OTU_97.11213","OTU9711213","OTU_97.11213|Lactobacillus","Lactobacillus","facultative_anaerobic"
"OTU_97.11215","OTU9711215","OTU_97.11215|Treponema","Treponema","anaerobic"
"OTU_97.11218","OTU9711218","OTU_97.11218|Veillonella","Veillonella","anaerobic"
"OTU_97.11219","OTU9711219","OTU_97.11219|NA",NA,NA
"OTU_97.11220","OTU9711220","OTU_97.11220|Streptococcus","Streptococcus","facultative_anaerobic"
"OTU_97.11223","OTU9711223","OTU_97.11223|Selenomonas","Selenomonas","anaerobic"
"OTU_97.11224","OTU9711224","OTU_97.11224|Capnocytophaga","Capnocytophaga","facultative_anaerobic"
"OTU_97.11225","OTU9711225","OTU_97.11225|Fusobacterium","Fusobacterium","anaerobic"
"OTU_97.1123","OTU971123","OTU_97.1123|Selenomonas","Selenomonas","anaerobic"
"OTU_97.11232","OTU9711232","OTU_97.11232|Capnocytophaga","Capnocytophaga","facultative_anaerobic"
"OTU_97.11233","OTU9711233","OTU_97.11233|Prevotella","Prevotella","anaerobic"
"OTU_97.11236","OTU9711236","OTU_97.11236|Prevotella","Prevotella","anaerobic"
"OTU_97.11237","OTU9711237","OTU_97.11237|NA",NA,NA
"OTU_97.11238","OTU9711238","OTU_97.11238|Prevotella","Prevotella","anaerobic"
"OTU_97.11239","OTU9711239","OTU_97.11239|Corynebacterium","Corynebacterium","aerobic"
"OTU_97.1124","OTU971124","OTU_97.1124|Fusobacterium","Fusobacterium","anaerobic"
"OTU_97.11240","OTU9711240","OTU_97.11240|Neisseria","Neisseria","aerobic"
"OTU_97.11244","OTU9711244","OTU_97.11244|Prevotella","Prevotella","anaerobic"
"OTU_97.11245","OTU9711245","OTU_97.11245|Prevotella","Prevotella","anaerobic"
"OTU_97.11248","OTU9711248","OTU_97.11248|Haemophilus","Haemophilus","facultative_anaerobic"
"OTU_97.11249","OTU9711249","OTU_97.11249|NA",NA,NA
"OTU_97.11257","OTU9711257","OTU_97.11257|NA",NA,NA
"OTU_97.11258","OTU9711258","OTU_97.11258|Haemophilus","Haemophilus","facultative_anaerobic"
"OTU_97.1126","OTU971126","OTU_97.1126|Haemophilus","Haemophilus","facultative_anaerobic"
"OTU_97.11262","OTU9711262","OTU_97.11262|Actinomyces","Actinomyces","anaerobic"
"OTU_97.11264","OTU9711264","OTU_97.11264|Fusobacterium","Fusobacterium","anaerobic"
"OTU_97.11268","OTU9711268","OTU_97.11268|Filifactor","Filifactor","anaerobic"
"OTU_97.1127","OTU971127","OTU_97.1127|Prevotella","Prevotella","anaerobic"
"OTU_97.11270","OTU9711270","OTU_97.11270|NA",NA,NA
"OTU_97.11271","OTU9711271","OTU_97.11271|Veillonella","Veillonella","anaerobic"
"OTU_97.11272","OTU9711272","OTU_97.11272|Prevotella","Prevotella","anaerobic"
"OTU_97.11274","OTU9711274","OTU_97.11274|Streptococcus","Streptococcus","facultative_anaerobic"
"OTU_97.11277","OTU9711277","OTU_97.11277|Capnocytophaga","Capnocytophaga","facultative_anaerobic"
"OTU_97.11281","OTU9711281","OTU_97.11281|NA",NA,NA
"OTU_97.11285","OTU9711285","OTU_97.11285|Prevotella","Prevotella","anaerobic"
"OTU_97.11287","OTU9711287","OTU_97.11287|Neisseria","Neisseria","aerobic"
"OTU_97.11288","OTU9711288","OTU_97.11288|NA",NA,NA
"OTU_97.11292","OTU9711292","OTU_97.11292|Campylobacter","Campylobacter","facultative_anaerobic"
"OTU_97.11294","OTU9711294","OTU_97.11294|Stenotrophomonas","Stenotrophomonas",NA
"OTU_97.11297","OTU9711297","OTU_97.11297|Actinomyces","Actinomyces","anaerobic"
"OTU_97.11299","OTU9711299","OTU_97.11299|Streptococcus","Streptococcus","facultative_anaerobic"
"OTU_97.113","OTU97113","OTU_97.113|Neisseria","Neisseria","aerobic"
"OTU_97.1130","OTU971130","OTU_97.1130|Corynebacterium","Corynebacterium","aerobic"
"OTU_97.11303","OTU9711303","OTU_97.11303|Treponema","Treponema","anaerobic"
"OTU_97.11304","OTU9711304","OTU_97.11304|NA",NA,NA
"OTU_97.11305","OTU9711305","OTU_97.11305|Catonella","Catonella","anaerobic"
"OTU_97.11307","OTU9711307","OTU_97.11307|Veillonella","Veillonella","anaerobic"
"OTU_97.11308","OTU9711308","OTU_97.11308|Lautropia","Lautropia","aerobic"
"OTU_97.11309","OTU9711309","OTU_97.11309|Selenomonas","Selenomonas","anaerobic"
"OTU_97.11314","OTU9711314","OTU_97.11314|Prevotella","Prevotella","anaerobic"
"OTU_97.11317","OTU9711317","OTU_97.11317|NA",NA,NA
"OTU_97.11319","OTU9711319","OTU_97.11319|Brachymonas","Brachymonas",NA
"OTU_97.11321","OTU9711321","OTU_97.11321|Veillonella","Veillonella","anaerobic"
"OTU_97.11323","OTU9711323","OTU_97.11323|Prevotella","Prevotella","anaerobic"
"OTU_97.11328","OTU9711328","OTU_97.11328|Catonella","Catonella","anaerobic"
"OTU_97.1133","OTU971133","OTU_97.1133|Gemella","Gemella","facultative_anaerobic"
"OTU_97.11334","OTU9711334","OTU_97.11334|Veillonella","Veillonella","anaerobic"
"OTU_97.11335","OTU9711335","OTU_97.11335|Streptococcus","Streptococcus","facultative_anaerobic"
"OTU_97.11338","OTU9711338","OTU_97.11338|Rothia","Rothia","facultative_anaerobic"
"OTU_97.11341","OTU9711341","OTU_97.11341|Capnocytophaga","Capnocytophaga","facultative_anaerobic"
"OTU_97.11350","OTU9711350","OTU_97.11350|Capnocytophaga","Capnocytophaga","facultative_anaerobic"
"OTU_97.11361","OTU9711361","OTU_97.11361|Streptococcus","Streptococcus","facultative_anaerobic"
"OTU_97.11363","OTU9711363","OTU_97.11363|Prevotella","Prevotella","anaerobic"
"OTU_97.11364","OTU9711364","OTU_97.11364|Haemophilus","Haemophilus","facultative_anaerobic"
