"taxon_name","features","new_names","most_specific_taxa","taxon_annotation","full_taxa"
"OTU_97.1030","OTU971030","OTU_97.1030|g__Prevotella","g__Prevotella","anaerobic","k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella"
"OTU_97.10303","OTU9710303","OTU_97.10303|g__Haemophilus","g__Haemophilus","facultative_anaerobic","k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales|f__Pasteurellaceae|g__Haemophilus"
"OTU_97.10305","OTU9710305","OTU_97.10305|g__Prevotella","g__Prevotella","anaerobic","k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella"
"OTU_97.10308","OTU9710308","OTU_97.10308|g__Prevotella","g__Prevotella","anaerobic","k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella"
"OTU_97.10309","OTU9710309","OTU_97.10309|g__Eubacterium","g__Eubacterium",NA,"k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Eubacterium"
"OTU_97.10310","OTU9710310","OTU_97.10310|g__Campylobacter","g__Campylobacter","facultative_anaerobic","k__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria|o__Campylobacterales|f__Campylobacteraceae|g__Campylobacter"
"OTU_97.10316","OTU9710316","OTU_97.10316|g__Fusobacterium","g__Fusobacterium","anaerobic","k__Bacteria|p__Fusobacteria|c__Fusobacteria|o__Fusobacteriales|f__Fusobacteriaceae|g__Fusobacterium"
"OTU_97.10319","OTU9710319","OTU_97.10319|g__Veillonella","g__Veillonella","anaerobic","k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Veillonellaceae|g__Veillonella"
"OTU_97.1032","OTU971032","OTU_97.1032|g__Prevotella","g__Prevotella","anaerobic","k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella"
"OTU_97.10327","OTU9710327","OTU_97.10327|g__Neisseria","g__Neisseria","aerobic","k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Neisseriales|f__Neisseriaceae|g__Neisseria"
"OTU_97.10328","OTU9710328","OTU_97.10328|g__Veillonella","g__Veillonella","anaerobic","k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Veillonellaceae|g__Veillonella"
"OTU_97.10330","OTU9710330","OTU_97.10330|g__Neisseria","g__Neisseria","aerobic","k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Neisseriales|f__Neisseriaceae|g__Neisseria"
"OTU_97.10332","OTU9710332","OTU_97.10332|g__Fusobacterium","g__Fusobacterium","anaerobic","k__Bacteria|p__Fusobacteria|c__Fusobacteria|o__Fusobacteriales|f__Fusobacteriaceae|g__Fusobacterium"
"OTU_97.10339","OTU9710339","OTU_97.10339|g__Dialister","g__Dialister","anaerobic","k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Veillonellaceae|g__Dialister"
"OTU_97.1034","OTU971034","OTU_97.1034|g__Prevotella","g__Prevotella","anaerobic","k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella"
"OTU_97.10340","OTU9710340","OTU_97.10340|g__Leptotrichia","g__Leptotrichia","anaerobic","k__Bacteria|p__Fusobacteria|c__Fusobacteria|o__Fusobacteriales|f__Fusobacteriaceae|g__Leptotrichia"
"OTU_97.10341","OTU9710341","OTU_97.10341|g__Veillonella","g__Veillonella","anaerobic","k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Veillonellaceae|g__Veillonella"
"OTU_97.10344","OTU9710344","OTU_97.10344|g__Capnocytophaga","g__Capnocytophaga","facultative_anaerobic","k__Bacteria|p__Bacteroidetes|c__Flavobacteria|o__Flavobacteriales|f__Flavobacteriaceae|g__Capnocytophaga"
"OTU_97.10345","OTU9710345","OTU_97.10345|g__Aggregatibacter","g__Aggregatibacter","facultative_anaerobic","k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales|f__Pasteurellaceae|g__Aggregatibacter"
"OTU_97.10347","OTU9710347","OTU_97.10347|g__Prevotella","g__Prevotella","anaerobic","k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella"
"OTU_97.10350","OTU9710350","OTU_97.10350|g__Streptococcus","g__Streptococcus","facultative_anaerobic","k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus"
"OTU_97.10354","OTU9710354","OTU_97.10354|f__Neisseriaceae","f__Neisseriaceae",NA,"k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Neisseriales|f__Neisseriaceae|g__NA"
"OTU_97.10355","OTU9710355","OTU_97.10355|f__Veillonellaceae","f__Veillonellaceae",NA,"k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Veillonellaceae|g__NA"
"OTU_97.10359","OTU9710359","OTU_97.10359|g__Fusobacterium","g__Fusobacterium","anaerobic","k__Bacteria|p__Fusobacteria|c__Fusobacteria|o__Fusobacteriales|f__Fusobacteriaceae|g__Fusobacterium"
"OTU_97.10361","OTU9710361","OTU_97.10361|g__Fusobacterium","g__Fusobacterium","anaerobic","k__Bacteria|p__Fusobacteria|c__Fusobacteria|o__Fusobacteriales|f__Fusobacteriaceae|g__Fusobacterium"
"OTU_97.10366","OTU9710366","OTU_97.10366|f__Porphyromonadaceae","f__Porphyromonadaceae",NA,"k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__NA"
"OTU_97.1037","OTU971037","OTU_97.1037|g__Corynebacterium","g__Corynebacterium","aerobic","k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Corynebacteriaceae|g__Corynebacterium"
"OTU_97.10372","OTU9710372","OTU_97.10372|g__Haemophilus","g__Haemophilus","facultative_anaerobic","k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales|f__Pasteurellaceae|g__Haemophilus"
"OTU_97.10375","OTU9710375","OTU_97.10375|g__Actinomyces","g__Actinomyces","anaerobic","k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae|g__Actinomyces"
"OTU_97.10377","OTU9710377","OTU_97.10377|g__Haemophilus","g__Haemophilus","facultative_anaerobic","k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales|f__Pasteurellaceae|g__Haemophilus"
"OTU_97.10384","OTU9710384","OTU_97.10384|g__Actinobacillus","g__Actinobacillus","aerobic","k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales|f__Pasteurellaceae|g__Actinobacillus"
"OTU_97.10385","OTU9710385","OTU_97.10385|g__Haemophilus","g__Haemophilus","facultative_anaerobic","k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales|f__Pasteurellaceae|g__Haemophilus"
"OTU_97.10388","OTU9710388","OTU_97.10388|g__Porphyromonas","g__Porphyromonas","anaerobic","k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Porphyromonas"
"OTU_97.10390","OTU9710390","OTU_97.10390|g__Prevotella","g__Prevotella","anaerobic","k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella"
"OTU_97.10391","OTU9710391","OTU_97.10391|g__Prevotella","g__Prevotella","anaerobic","k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella"
"OTU_97.10393","OTU9710393","OTU_97.10393|g__Aggregatibacter","g__Aggregatibacter","facultative_anaerobic","k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales|f__Pasteurellaceae|g__Aggregatibacter"
"OTU_97.10394","OTU9710394","OTU_97.10394|c__VC12-cl04","c__VC12-cl04",NA,"k__Bacteria|p__GN02|c__VC12-cl04|o__NA|f__NA|g__NA"
"OTU_97.10396","OTU9710396","OTU_97.10396|g__Fusobacterium","g__Fusobacterium","anaerobic","k__Bacteria|p__Fusobacteria|c__Fusobacteria|o__Fusobacteriales|f__Fusobacteriaceae|g__Fusobacterium"
"OTU_97.10399","OTU9710399","OTU_97.10399|g__Prevotella","g__Prevotella","anaerobic","k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella"
"OTU_97.104","OTU97104","OTU_97.104|g__Prevotella","g__Prevotella","anaerobic","k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella"
"OTU_97.1040","OTU971040","OTU_97.1040|g__Gemella","g__Gemella","facultative_anaerobic","k__Bacteria|p__Firmicutes|c__Bacilli|o__Gemellales|f__Gemellaceae|g__Gemella"
"OTU_97.10400","OTU9710400","OTU_97.10400|g__Actinomyces","g__Actinomyces","anaerobic","k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae|g__Actinomyces"
"OTU_97.10409","OTU9710409","OTU_97.10409|o__Bacteroidales","o__Bacteroidales",NA,"k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__NA|g__NA"
"OTU_97.1041","OTU971041","OTU_97.1041|g__Aggregatibacter","g__Aggregatibacter","facultative_anaerobic","k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales|f__Pasteurellaceae|g__Aggregatibacter"
"OTU_97.10410","OTU9710410","OTU_97.10410|g__Streptococcus","g__Streptococcus","facultative_anaerobic","k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus"
"OTU_97.10411","OTU9710411","OTU_97.10411|g__Haemophilus","g__Haemophilus","facultative_anaerobic","k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales|f__Pasteurellaceae|g__Haemophilus"
"OTU_97.1042","OTU971042","OTU_97.1042|g__Treponema","g__Treponema","anaerobic","k__Bacteria|p__Spirochaetes|c__Spirochaetes|o__Spirochaetales|f__Spirochaetaceae|g__Treponema"
"OTU_97.10423","OTU9710423","OTU_97.10423|g__Haemophilus","g__Haemophilus","facultative_anaerobic","k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales|f__Pasteurellaceae|g__Haemophilus"
"OTU_97.1043","OTU971043","OTU_97.1043|g__Lautropia","g__Lautropia","aerobic","k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Burkholderiaceae|g__Lautropia"
"OTU_97.10436","OTU9710436","OTU_97.10436|f__Lachnospiraceae","f__Lachnospiraceae",NA,"k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__NA"
"OTU_97.10439","OTU9710439","OTU_97.10439|g__Gemella","g__Gemella","facultative_anaerobic","k__Bacteria|p__Firmicutes|c__Bacilli|o__Gemellales|f__Gemellaceae|g__Gemella"
"OTU_97.10445","OTU9710445","OTU_97.10445|c__Bacilli","c__Bacilli",NA,"k__Bacteria|p__Firmicutes|c__Bacilli|o__NA|f__NA|g__NA"
"OTU_97.10449","OTU9710449","OTU_97.10449|g__Haemophilus","g__Haemophilus","facultative_anaerobic","k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales|f__Pasteurellaceae|g__Haemophilus"
"OTU_97.10453","OTU9710453","OTU_97.10453|g__Treponema","g__Treponema","anaerobic","k__Bacteria|p__Spirochaetes|c__Spirochaetes|o__Spirochaetales|f__Spirochaetaceae|g__Treponema"
"OTU_97.10458","OTU9710458","OTU_97.10458|g__Porphyromonas","g__Porphyromonas","anaerobic","k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Porphyromonas"
"OTU_97.10459","OTU9710459","OTU_97.10459|g__Haemophilus","g__Haemophilus","facultative_anaerobic","k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales|f__Pasteurellaceae|g__Haemophilus"
"OTU_97.1046","OTU971046","OTU_97.1046|o__MIZ46","o__MIZ46",NA,"k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__MIZ46|f__NA|g__NA"
"OTU_97.10460","OTU9710460","OTU_97.10460|g__Corynebacterium","g__Corynebacterium","aerobic","k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Corynebacteriaceae|g__Corynebacterium"
"OTU_97.10461","OTU9710461","OTU_97.10461|g__Prevotella","g__Prevotella","anaerobic","k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella"
"OTU_97.10462","OTU9710462","OTU_97.10462|g__Tannerella","g__Tannerella","anaerobic","k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Tannerella"
"OTU_97.10463","OTU9710463","OTU_97.10463|g__Veillonella","g__Veillonella","anaerobic","k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Veillonellaceae|g__Veillonella"
"OTU_97.10464","OTU9710464","OTU_97.10464|c__VC12-cl04","c__VC12-cl04",NA,"k__Bacteria|p__GN02|c__VC12-cl04|o__NA|f__NA|g__NA"
"OTU_97.10468","OTU9710468","OTU_97.10468|o__Actinomycetales","o__Actinomycetales",NA,"k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__NA|g__NA"
"OTU_97.10469","OTU9710469","OTU_97.10469|g__Rothia","g__Rothia","facultative_anaerobic","k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Micrococcaceae|g__Rothia"
"OTU_97.10474","OTU9710474","OTU_97.10474|g__Haemophilus","g__Haemophilus","facultative_anaerobic","k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales|f__Pasteurellaceae|g__Haemophilus"
"OTU_97.1048","OTU971048","OTU_97.1048|g__Treponema","g__Treponema","anaerobic","k__Bacteria|p__Spirochaetes|c__Spirochaetes|o__Spirochaetales|f__Spirochaetaceae|g__Treponema"
"OTU_97.10481","OTU9710481","OTU_97.10481|g__Corynebacterium","g__Corynebacterium","aerobic","k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Corynebacteriaceae|g__Corynebacterium"
"OTU_97.10486","OTU9710486","OTU_97.10486|g__Lautropia","g__Lautropia","aerobic","k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Burkholderiaceae|g__Lautropia"
"OTU_97.10487","OTU9710487","OTU_97.10487|g__Fusobacterium","g__Fusobacterium","anaerobic","k__Bacteria|p__Fusobacteria|c__Fusobacteria|o__Fusobacteriales|f__Fusobacteriaceae|g__Fusobacterium"
"OTU_97.1049","OTU971049","OTU_97.1049|g__Selenomonas","g__Selenomonas","anaerobic","k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Veillonellaceae|g__Selenomonas"
"OTU_97.10490","OTU9710490","OTU_97.10490|g__Corynebacterium","g__Corynebacterium","aerobic","k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Corynebacteriaceae|g__Corynebacterium"
"OTU_97.10492","OTU9710492","OTU_97.10492|f__Lachnospiraceae","f__Lachnospiraceae",NA,"k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__NA"
"OTU_97.10494","OTU9710494","OTU_97.10494|g__Rothia","g__Rothia","facultative_anaerobic","k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Micrococcaceae|g__Rothia"
"OTU_97.10496","OTU9710496","OTU_97.10496|g__Prevotella","g__Prevotella","anaerobic","k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella"
"OTU_97.10497","OTU9710497","OTU_97.10497|f__Lachnospiraceae","f__Lachnospiraceae",NA,"k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__NA"
"OTU_97.10498","OTU9710498","OTU_97.10498|o__Actinomycetales","o__Actinomycetales",NA,"k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__NA|g__NA"
"OTU_97.10499","OTU9710499","OTU_97.10499|g__Atopobium","g__Atopobium","facultative_anaerobic","k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Coriobacteriales|f__Coriobacteriaceae|g__Atopobium"
"OTU_97.105","OTU97105","OTU_97.105|f__Neisseriaceae","f__Neisseriaceae",NA,"k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Neisseriales|f__Neisseriaceae|g__NA"
"OTU_97.10502","OTU9710502","OTU_97.10502|g__Prevotella","g__Prevotella","anaerobic","k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella"
"OTU_97.10503","OTU9710503","OTU_97.10503|g__Moryella","g__Moryella",NA,"k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Moryella"
"OTU_97.10506","OTU9710506","OTU_97.10506|g__Prevotella","g__Prevotella","anaerobic","k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella"
"OTU_97.10507","OTU9710507","OTU_97.10507|g__Streptococcus","g__Streptococcus","facultative_anaerobic","k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus"
"OTU_97.10509","OTU9710509","OTU_97.10509|g__Treponema","g__Treponema","anaerobic","k__Bacteria|p__Spirochaetes|c__Spirochaetes|o__Spirochaetales|f__Spirochaetaceae|g__Treponema"
"OTU_97.10513","OTU9710513","OTU_97.10513|g__Gemella","g__Gemella","facultative_anaerobic","k__Bacteria|p__Firmicutes|c__Bacilli|o__Gemellales|f__Gemellaceae|g__Gemella"
"OTU_97.10517","OTU9710517","OTU_97.10517|g__Haemophilus","g__Haemophilus","facultative_anaerobic","k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales|f__Pasteurellaceae|g__Haemophilus"
"OTU_97.10518","OTU9710518","OTU_97.10518|g__Corynebacterium","g__Corynebacterium","aerobic","k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Corynebacteriaceae|g__Corynebacterium"
"OTU_97.10519","OTU9710519","OTU_97.10519|g__Corynebacterium","g__Corynebacterium","aerobic","k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Corynebacteriaceae|g__Corynebacterium"
"OTU_97.10522","OTU9710522","OTU_97.10522|g__Haemophilus","g__Haemophilus","facultative_anaerobic","k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales|f__Pasteurellaceae|g__Haemophilus"
"OTU_97.10526","OTU9710526","OTU_97.10526|g__TG5","g__TG5",NA,"k__Bacteria|p__Synergistetes|c__Synergistia|o__Synergistales|f__Dethiosulfovibrionaceae|g__TG5"
"OTU_97.1053","OTU971053","OTU_97.1053|g__Haemophilus","g__Haemophilus","facultative_anaerobic","k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales|f__Pasteurellaceae|g__Haemophilus"
"OTU_97.10535","OTU9710535","OTU_97.10535|g__Corynebacterium","g__Corynebacterium","aerobic","k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Corynebacteriaceae|g__Corynebacterium"
"OTU_97.10537","OTU9710537","OTU_97.10537|g__Eubacterium","g__Eubacterium",NA,"k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Eubacterium"
"OTU_97.10538","OTU9710538","OTU_97.10538|g__Streptococcus","g__Streptococcus","facultative_anaerobic","k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus"
"OTU_97.1054","OTU971054","OTU_97.1054|f__Clostridiales Family XI. Incertae Sedis","f__Clostridiales Family XI. Incertae Sedis",NA,"k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales Family XI|g__ Incertae Sedis|s__NA"
"OTU_97.10540","OTU9710540","OTU_97.10540|g__Capnocytophaga","g__Capnocytophaga","facultative_anaerobic","k__Bacteria|p__Bacteroidetes|c__Flavobacteria|o__Flavobacteriales|f__Flavobacteriaceae|g__Capnocytophaga"
"OTU_97.10544","OTU9710544","OTU_97.10544|g__Streptococcus","g__Streptococcus","facultative_anaerobic","k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus"
"OTU_97.10545","OTU9710545","OTU_97.10545|g__Treponema","g__Treponema","anaerobic","k__Bacteria|p__Spirochaetes|c__Spirochaetes|o__Spirochaetales|f__Spirochaetaceae|g__Treponema"
"OTU_97.10546","OTU9710546","OTU_97.10546|g__Neisseria","g__Neisseria","aerobic","k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Neisseriales|f__Neisseriaceae|g__Neisseria"
"OTU_97.10550","OTU9710550","OTU_97.10550|g__Prevotella","g__Prevotella","anaerobic","k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella"
"OTU_97.10552","OTU9710552","OTU_97.10552|g__Prevotella","g__Prevotella","anaerobic","k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella"
"OTU_97.10561","OTU9710561","OTU_97.10561|g__Leptotrichia","g__Leptotrichia","anaerobic","k__Bacteria|p__Fusobacteria|c__Fusobacteria|o__Fusobacteriales|f__Fusobacteriaceae|g__Leptotrichia"
"OTU_97.10562","OTU9710562","OTU_97.10562|g__Streptococcus","g__Streptococcus","facultative_anaerobic","k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus"
"OTU_97.10567","OTU9710567","OTU_97.10567|g__Corynebacterium","g__Corynebacterium","aerobic","k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Corynebacteriaceae|g__Corynebacterium"
"OTU_97.10574","OTU9710574","OTU_97.10574|g__Streptococcus","g__Streptococcus","facultative_anaerobic","k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus"
"OTU_97.10575","OTU9710575","OTU_97.10575|g__Treponema","g__Treponema","anaerobic","k__Bacteria|p__Spirochaetes|c__Spirochaetes|o__Spirochaetales|f__Spirochaetaceae|g__Treponema"
"OTU_97.1058","OTU971058","OTU_97.1058|g__Haemophilus","g__Haemophilus","facultative_anaerobic","k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales|f__Pasteurellaceae|g__Haemophilus"
"OTU_97.10581","OTU9710581","OTU_97.10581|g__Actinobacillus","g__Actinobacillus","aerobic","k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales|f__Pasteurellaceae|g__Actinobacillus"
"OTU_97.10582","OTU9710582","OTU_97.10582|g__Treponema","g__Treponema","anaerobic","k__Bacteria|p__Spirochaetes|c__Spirochaetes|o__Spirochaetales|f__Spirochaetaceae|g__Treponema"
"OTU_97.10586","OTU9710586","OTU_97.10586|g__Streptococcus","g__Streptococcus","facultative_anaerobic","k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus"
"OTU_97.10587","OTU9710587","OTU_97.10587|f__Pasteurellaceae","f__Pasteurellaceae",NA,"k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales|f__Pasteurellaceae|g__NA"
"OTU_97.10589","OTU9710589","OTU_97.10589|g__Streptococcus","g__Streptococcus","facultative_anaerobic","k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus"
"OTU_97.1059","OTU971059","OTU_97.1059|f__Pasteurellaceae","f__Pasteurellaceae",NA,"k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales|f__Pasteurellaceae|g__NA"
"OTU_97.10594","OTU9710594","OTU_97.10594|g__Brachymonas","g__Brachymonas",NA,"k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Comamonadaceae|g__Brachymonas"
"OTU_97.10596","OTU9710596","OTU_97.10596|g__Prevotella","g__Prevotella","anaerobic","k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella"
